date,hashtags,name,time,tweet,urls,username
2020-04-30,[],Søren Pape Poulsen,23:22:34,"Beklager jeg sådan blander mig i jeres dag. Men jeg tror jo på både demokrati og folkestyre så jeg bruger min ytringsfrihed til at sige hvad jeg nu står for. Ligesom alle dem du helst vil lytte til, gør det.  Det er jo frivilligt om du og andre vil lytte til det",[],sorenpape
2020-01-24,[],Stinus Lindgreen,15:56:14,Nej en fin Nature-forside 😉,[],stinuslindgreen
2020-02-20,['#dkpol'],Pernille Skipper,12:15:08,900.000 mennesker i Syrien er drevet på flugt siden december. Der er akut brug for hjælp og kulden er hård. @EvaFlyvholm har presset på for øget dansk hjælp i Udenrigspolitisk Nævn. Vi skal gøre mere! #dkpol,[],pskipperel
2020-05-07,"['#dkpol', '#eudk']",Rasmus Stoklund,14:04:19,"har netop forudbestilt denne bog af @JohanMoesgaard som med bl.a. interviews af tillidsrep. giver eksempler på, at EU er en gevinst for DK og lønmodtagere, fordi EU-samarbejdet sikrer velstand og eksport. Glæder mig til den lander i postkassen. #dkpol #eudk @danskmetal pic.twitter.com/iVACE74xgd",[],rstoklund
2020-01-01,"['#respektløst', '#dkpol', '#nytårstale']",Morten Messerschmidt,19:13:39,Naturligvis skal vi have fokus på børnene. Men hvad med de ældre? I forståelsepapiret med de røde blev de valgt fra. I finansloven fik de ingen løft. Og nu i nytårstalen fik de ingen ord #respektløst #dkpol #nytårstale,[],mrmesserschmidt
2020-04-06,[],Signe Munk,23:01:28,DF vil sænke klimamålet.,[],signe_munk
2020-05-28,[],Simon Emil Ammitzbøll-Bille,13:01:11,Præcis,[],ammitzbollbille
2020-01-25,[],Alex Vanopslagh,12:29:28,"Martin Ågerup gav et godt eksempel i går: Carlsberg omsætter for 5 mia. om året. Hvis deres direktørs beslutninger og ledelse bare forbedrer forretningen med 1%, er der tjent mere end 50 mio. Du tror ikke at en dygtig direktør kan forbedre end forretning med et par pct?",[],alexvanopslagh
2020-06-25,[],Morten Messerschmidt,08:01:44,Ikke overraskende - men hvor er det latterligt. Mep’ere vil have en legion d’honneur for tro tjeneste mod EU 🤮 Den slags kan et land have. Men selvfølgelig ikke et politisk system..! https://euobserver.us12.list-manage.com/track/click?u=149499106c3f4d0d4f6cf75c5&id=8e6e183b4b&e=834828634f …,['https://euobserver.us12.list-manage.com/track/click?u=149499106c3f4d0d4f6cf75c5&id=8e6e183b4b&e=834828634f'],mrmesserschmidt
2020-03-10,[],Søren Pape Poulsen,13:34:33,Hvad mener du ?,[],sorenpape
2020-03-28,[],Simon Emil Ammitzbøll-Bille,17:42:16,Den er ellere virkelig god,[],ammitzbollbille
2020-04-15,[],Stinus Lindgreen,15:32:35,Helt enig. Det kommer til at betyde meget med hurtigere tests. Bare vigtigt at have øje for præcisionen samtidig. Ellers er vi lige vidt.,[],stinuslindgreen
2020-06-16,['#dkgreen'],Signe Munk,11:14:12,"Vand er ikke druknet i affaldsforhandlingerne! @SFpolitik er glade for højere krav om lattergasreduktioner, muligheder for udvikling af ny vandteknologi og undersøgelse af CO2-belastning fra spildevandsoverløb! #dkgreen @DANVA1926",[],signe_munk
2020-02-11,[],Rasmus Stoklund,14:35:16,"Men er konsekvensen for Femern-projektet beregnet? Altså hvad vil det betyder for Femern-forbindelsens økonomi, hvis I gør Storebæltsbroen gratis/billig for el-biler?",[],rstoklund
2020-03-21,[],Rasmus Stoklund,22:28:36,Og det er derfor man bare skal spise chokopops og lade hestene have deres mad for dem selv.,[],rstoklund
2020-05-30,[],Anne Paulin,12:53:21,"Men det er jo netop at tænke globalt at lave en affaldssektor, som kan være en inspiration for resten af verden. Hvor vi brænder så lidt af som muligt, og genanvender så meget som muligt. DK skal da ikke være en hub for forbrænding af andre landes plastikholdige affald.",[],paulin_anne
2020-04-14,[],Søren Pape Poulsen,15:00:03,Så du anerkender ikke at myndigheder mener der kan åbnes mere end regeringen vil. Interessant. Du må have et godt og sikkert job når du er så ligeglad med dansk økonomi og danskernes job,[],sorenpape
2020-04-08,[],Stinus Lindgreen,09:44:58,"Jeg tror, der sidder en del mennesker ude i landets skoler og kommuner, der gerne vil snakke med nogen ...",[],stinuslindgreen
2020-05-30,[],Alex Vanopslagh,11:16:19,"Enig. Men du har intet grundlag for at sige at Lagkagehusets investorer snyder i skat, har du?",[],alexvanopslagh
2020-04-02,[],Simon Emil Ammitzbøll-Bille,20:22:23,Pludselige? Hvad mener du med det?,[],ammitzbollbille
2020-02-21,[],Jakob Ellemann-Jensen,18:24:18,"Så du siger, at I ventede to uger fra præsentationen med at lægge tallene frem? Det var en fin delvis tilståelse. Tak for den. Og har ministeren flere gange måttet beklage, at det ikke var heeeeeelt sandt, det I lagde frem?",[],jakobellemann
2020-05-01,[],Alex Vanopslagh,23:27:50,"Men det er noget ævl. Det er konsekvent sådan, at det er de finansielle poster, som giver overskud i 3F - og størstedelen af de finansielle poster er i aktier og obligationer. pic.twitter.com/5F32okSs45",[],alexvanopslagh
2020-05-06,['#dkpol'],Mette Abildgaard,18:59:00,"Tænker at dette vil interessere Twitter-folket. Det plejer at være en sag, alle kan mødes om uanset øvrige holdninger, så vidt jeg husker 😂 #dkpol pic.twitter.com/jhUfISUCON",[],metteabildgaard
2020-05-20,"['#dkgreen', '#dkpol']",Dan Jørgensen,14:36:08,Stor international opmærksomhed om vores klimaudspil. DK bliver igen førende på havvind! #dkgreen #dkpol pic.twitter.com/gI8hVTS2Q5,[],danjoergensen
2020-05-02,[],Jakob Ellemann-Jensen,20:54:25,Det er en god idé. Hoteller og konferencecentre har allerede tilbudt det. Den mulighed bør undersøges.,[],jakobellemann
2020-06-05,[],Simon Emil Ammitzbøll-Bille,10:56:54,Takker,[],ammitzbollbille
2020-06-06,[],Simon Emil Ammitzbøll-Bille,07:22:43,Vi går ind for en mindre stat og lavere skat end RV.,[],ammitzbollbille
2020-06-17,[],Pernille Skipper,22:30:52,"Nu er effekten af udbetalingen jo markant mindre hos dem, der har flere penge. De vil være mere tilbøjelige til at spare op alligevel. Hos dem med mindst bliver hver en krone brugt - med Max effekt",[],pskipperel
2020-06-14,"['#dkgreen', '#dkpol']",Søren Pape Poulsen,22:33:04,"Regeringen skal steppe op. Derfor er @PiaOlsen og jeg gået sammen om et fælles energieffektiviseringsudspil til gavn for både klimaet og erhvervslivet. Det er grønt, og det er godt! #dkgreen #dkpol https://twitter.com/Synergiorg/status/1272258557472317444 …",['https://twitter.com/Synergiorg/status/1272258557472317444'],sorenpape
2020-06-04,[],Simon Emil Ammitzbøll-Bille,11:18:33,Takker,[],ammitzbollbille
2020-06-22,[],Jakob Ellemann-Jensen,18:40:13,Husk at tagge! 😘,[],jakobellemann
2020-06-11,[],Dan Jørgensen,12:18:09,"Nej, det mener jeg faktisk ikke. Da vi startede det danske vindmølle eventyr i DK, var det jo ikke ved at sige; ‘vi er enige om midlet; tilskud. Hvad er målet?’.",[],danjoergensen
2020-02-18,['#dkpol'],Rasmus Stoklund,22:21:34,"Deprimerende og uacceptabelt. Understreger behov for opgør med parallelsamfund; ghettolovgivning, indsats mod bander, bedre fordeling på skoler og gymnasier, indsats mod vanvidskørsel etc. samt ikke mindst stram udlændingepol så problem ikke vokser. #dkpol https://jyllands-posten.dk/indland/ECE11949593/stor-andel-af-indvandrerunge-har-faaet-en-dom/ …",['https://jyllands-posten.dk/indland/ECE11949593/stor-andel-af-indvandrerunge-har-faaet-en-dom/'],rstoklund
2020-03-01,[],Stinus Lindgreen,11:18:52,"Jeg håber, de får en fantastisk tur.",[],stinuslindgreen
2020-04-18,[],Stinus Lindgreen,22:04:20,Se den _igen_ på @COPENHELL ...,[],stinuslindgreen
2020-06-08,[],Stinus Lindgreen,15:08:17,Fordi hvert land har forskellige måder at håndtere tests på?,[],stinuslindgreen
2020-01-09,['#dkpol'],Rasmus Stoklund,18:18:47,Den politiske ordfører i @venstredk insinuerer at @Spolitik bedriver kammerateri ifm. depchefen i @Statsmin - groft og underlødigt. O mener Venstre så at den nye depchef er del af den “store socialdemokratiske konspiration”? #dkpol https://twitter.com/sophieloehde/status/1215246447995695104 …,['https://twitter.com/sophieloehde/status/1215246447995695104'],rstoklund
2020-05-06,[],Jakob Ellemann-Jensen,12:53:21,"Det støder mig sådan set ikke. Det undrer mig bare, at der en nogen, som mener, folk er onde eller dårligere mennesker, fordi de mener noget andet end én selv. Det forekommer mig lidt indskrænket. Men tak for en løjerlig diskussion.",[],jakobellemann
2020-04-28,[],Stinus Lindgreen,14:14:53,Men det giver jo ikke rigtig nogen mening. Det er jo fuldt ud forsvarligt. Kan I opklare det @AneHalsboe og @TarpCPH?,[],stinuslindgreen
2020-03-07,"['#dkgreen', '#dkpol']",Pia Olsen Dyhr,13:32:01,Vi vil have en biodiversitetslov! En lov der giver naturen-lov! 💚☘️🌿 #dkgreen #dkpol https://twitter.com/SFpolitik/status/1236242564258369536 …,['https://twitter.com/SFpolitik/status/1236242564258369536'],piaolsen
2020-05-22,[],Jakob Ellemann-Jensen,11:33:12,Det er vel stadig bedre at skrive det end at gøre det...,[],jakobellemann
2020-06-22,"['#dkpol', '#dkmedier']",Rasmus Stoklund,09:40:53,I går kritiserede jeg @berlingske for at have censureret mit indlæg i gårsdagens avis. Jeg vil derfor gerne kvittere og takke for avisens og debatredaktør @PCollignons fine håndtering. Fejl kan ske på en travl dag og ingen skade er sket. #dkpol #dkmedier pic.twitter.com/DtPDVg0oEP,[],rstoklund
2020-01-15,[],Rasmus Stoklund,23:09:04,"Hvad med light-sodavand, Morten? Skal det heller ikke ha’ konsekvenser? Altså det smager jo forfærdeligt. 😱",[],rstoklund
2020-05-12,"['#covid19', '#dkpol']",Lise Bech 🇩🇰 DF,14:24:11,Trist 😢 #COVID19 #dkpol https://twitter.com/Kristianthdahl/status/1260175697911394306 …,['https://twitter.com/Kristianthdahl/status/1260175697911394306'],lisebech
2020-06-06,[],Simon Emil Ammitzbøll-Bille,13:14:28,Mange tak,[],ammitzbollbille
2020-02-04,[],Rasmus Stoklund,20:27:26,Hvordan kan I konkludere på så tyndt et grundlag? Efterspørgslen efter andele vil fortsat være stor og mange vil finde andele attraktive. Desuden har fx Sydbank jo anden vurdering. pic.twitter.com/qJ91xRuuPx,[],rstoklund
2020-01-06,"['#socdem', '#fakenews', '#dkpol']",Morten Messerschmidt,17:32:20,Det er åbenbart svært for #socdem at få ideologien til at passe ind i virkeligheden... #fakenews #dkpol https://ekstrabladet.dk/nyheder/politik/danskpolitik/fup-i-mettes-fattig-video/7945244 …,['https://ekstrabladet.dk/nyheder/politik/danskpolitik/fup-i-mettes-fattig-video/7945244'],mrmesserschmidt
2020-01-23,[],Pernille Skipper,13:23:05,"Ulækker racisme i praksis. Hvor er det hjerteskærende. Tanker til jer, der blev mødt af det her syn. Det burde ingen opleve. https://twitter.com/ChemlaliH/status/1220305731540410371 …",['https://twitter.com/ChemlaliH/status/1220305731540410371'],pskipperel
2020-02-28,['#dkpol'],Morten Østergaard,14:57:40,"Fornuftigt at regeringen lader seneste faglige analyse være grundlag for udligningsforhandlingerne, så vi kan komme videre. Skal vi nå et resultat i bredt samarbejde må spin og taktik vige for tillidsfuldt samarbejde. Det bør vejen nu være banet for.#dkpol https://www.dr.dk/nyheder/politik/efter-afsloering-af-angrebsplan-regeringen-boejer-sig-venstres-krav …",['https://www.dr.dk/nyheder/politik/efter-afsloering-af-angrebsplan-regeringen-boejer-sig-venstres-krav'],oestergaard
2020-04-30,[],Søren Pape Poulsen,21:40:54,"Den drukner jo ellers totalt i det røde hav i morgen, så tænkte det var godt for Twitter folket lige at få et par borgerlige ord inden man savler over al det røde i morgen",[],sorenpape
2020-06-16,"['#dkpol', '#lgbti']",Mogens Jensen,06:50:13,"Forstemmende at der i hjertet af Europa stadig er lande, som stadig ikke accepterer grundlæggende frihedsrettigheder for alle mennesker. I Polen har hver 3. kommune indført såkaldte LGBT-frie zoner. Her er stadig en vigtig kamp i bl.a EU. #dkpol #LGBTI https://www.dr.dk/nyheder/udland/polens-praesident-erklaerer-krig-mod-lgbt-ideologien-den-er-mere-farlig-end …",['https://www.dr.dk/nyheder/udland/polens-praesident-erklaerer-krig-mod-lgbt-ideologien-den-er-mere-farlig-end'],mogensjensens
2020-01-16,[],Rasmus Stoklund,17:21:50,Har du ikke tillid til retssystemet?,[],rstoklund
